Advisor,Location,Region,Sales Jan 22,Trades Jan 22,Sales Feb 22,Trades Feb 22,Sales Mar 22,Trades Mar 22,Sales Apr 22,Trades Apr 22,Sales May 22,Trades May 22,Sales Jun 22,Trades Jun 22,Sales Jul 22,Trades Jul 22,Sales Aug 22,Trades Aug 22,Sales Sep 22,Trades Sep 22,Sales Oct 22,Trades Oct 22,Sales Nov 22,Trades Nov 22,Sales Dec 22,Trades Dec 22,Sales Jan 23,Trades Jan 23,Sales Feb 23,Trades Feb 23,Sales Mar 23,Trades Mar 23,Sales Apr 23,Trades Apr 23,Sales May 23,Trades May 23,Sales Jun 23,Trades Jun 23,Sales Jul 23,Trades Jul 23,Sales Aug 23,Trades Aug 23,Sales Sep 23,Trades Sep 23,Sales Oct 23,Trades Oct 23,Sales Nov 23,Trades Nov 23,Sales Dec 23,Trades Dec 23,Sales Jan 24,Trades Jan 24,Sales Feb 24,Trades Feb 24,Sales Mar 24,Trades Mar 24,Sales Apr 24,Trades Apr 24,Sales May 24,Trades May 24,Sales Jun 24,Trades Jun 24,Sales Jul 24,Trades Jul 24,Sales Aug 24,Trades Aug 24,Sales Sep 24,Trades Sep 24
David,Rome,Europe,261842.87,69,621537.59,57,418131.2,47,735752.62,81,184411.26,79,659989.61,47,395820.77,44,747602.25,64,97861.03,13,790743.06,5,517031.25,84,551169.22,30,377876.34,26,538782.51,67,952629.05,80,989255.27,50,556793.96,45,338058.95,43,665439.22,26,556932.82,5,909371.05,71,701661.97,55,29089.55,96,894490.09,56,234987.17,95,67786.17,93,598656.51,15,121959.35,9,215902.87,29,469860.64,55,231983.56,70,656214.53,96,458834.53,48
Eve,Madrid,Europe,496280.61,57,384431.31,16,829918.86,4,556647.93,5,942682.91,41,296309.26,35,69033.65,42,970775.66,58,657608.39,43,324944.17,31,413039.48,2,506158.0,3,241931.13,4,360623.42,64,667402.5,27,37434.88,63,514664.29,36,893346.15,8,394239.85,24,340012.64,41,291529.44,73,918267.84,94,921187.48,16,276816.79,47,117994.02,56,488346.27,83,151903.53,49,85789.47,57,118381.63,13,499672.14,85,699985.08,22,457910.91,67,586121.32,91
Grace,Shanghai,Asia,37882.86,59,574491.46,33,525418.51,3,310241.33,88,763187.33,87,267866.54,75,546743.23,71,346651.02,83,389953.85,18,196300.46,7,106180.32,66,16170.27,51,636840.34,26,340661.98,0,921700.41,30,546315.45,80,810915.74,34,100998.47,52,407389.29,65,442028.03,85,750676.49,13,23288.16,64,956503.87,21,522911.98,11,75595.4,62,70787.28,43,990020.14,8,640420.21,99,684828.56,89,941779.5,87,850139.93,80,554462.06,93,563075.93,23
Frank,Johannesburg,Africa,423989.38,49,436463.25,82,301444.75,17,102746.12,10,81676.44,91,448852.61,89,487614.65,84,204399.7,72,859098.46,20,431165.95,43,468702.62,68,627496.76,97,42432.55,30,931405.12,84,96503.87,48,594404.88,51,367985.87,61,674622.41,48,406206.5,19,352839.88,42,624635.56,22,588481.19,94,81883.29,67,635459.22,36,848922.5,89,182159.03,70,944922.92,74,868797.5,53,507081.55,76,235765.76,51,492801.19,1,129014.74,35,752897.88,16
Frank,Tokyo,Asia,683654.83,74,195034.13,0,643478.45,49,555876.76,81,921113.14,57,338115.97,15,601669.29,98,424588.21,95,620307.09,39,362941.64,37,614709.06,90,515201.54,12,666824.16,64,98625.08,95,339307.81,16,956577.98,41,182833.21,69,598678.44,13,680641.74,95,282662.13,45,941841.29,56,593191.99,5,761115.66,81,789589.44,82,979895.26,75,202776.6,89,389484.49,65,656105.45,64,711021.66,55,475452.0,34,372444.3,55,176920.7,83,890442.2,80
Eve,Tokyo,Asia,670761.92,9,291415.51,98,401539.2,62,474604.89,19,253225.43,55,747182.45,89,645421.53,17,374582.1,40,37942.41,35,554950.38,78,533902.15,31,521210.46,23,747993.11,26,176043.53,52,994910.64,60,746145.94,63,45248.77,90,109495.64,13,951532.6,53,783260.53,66,673344.47,77,91526.13,94,368448.89,26,897750.79,29,681568.97,76,406729.6,28,635020.03,17,405141.81,71,402949.12,24,936320.33,57,793611.39,40,192333.8,25,405165.36,50
Charlie,Berlin,Europe,852764.23,30,756393.88,81,112875.48,33,847704.9,97,298606.94,37,206499.61,53,423172.32,88,717464.9,87,653413.17,65,378247.66,12,250681.63,48,624897.4,4,33548.82,46,519513.54,87,26845.05,66,291928.09,6,635254.58,58,789095.75,11,588854.35,70,368330.33,40,558309.4,21,203000.75,86,997439.86,75,453567.58,2,433153.37,70,145830.24,86,581603.37,8,675773.03,21,949963.4,10,587870.8,92,768196.75,6,382903.91,88,957034.35,61
Eve,Toronto,America,386170.05,87,342498.21,87,546923.29,78,536839.22,43,400928.88,77,258598.22,34,992707.26,18,929099.25,21,553958.22,57,140379.11,15,833559.97,6,634822.93,25,866094.84,26,78062.19,38,220952.38,23,382147.82,49,544826.15,46,980186.42,21,310330.21,79,564822.38,44,632574.22,91,408996.76,93,710633.86,83,472318.3,70,692657.27,99,419321.83,1,902228.37,37,173108.25,18,349932.97,93,860738.75,50,567448.74,42,296413.57,4,366072.33,66
Bob,Buenos Aires,America,326559.5,32,388775.5,9,647911.69,82,291309.18,20,480182.39,94,777566.01,4,715707.35,68,947264.92,52,27661.74,75,9816.19,12,545944.09,22,960380.78,3,922293.91,71,711281.99,17,368288.02,60,410884.44,87,494672.77,94,273736.79,76,918739.37,29,549373.07,46,147679.06,84,779615.91,50,396006.95,76,770716.26,49,897926.8,60,557767.79,66,873592.83,75,166502.09,58,116247.84,7,699648.93,39,556286.32,52,403220.21,93,544563.55,67
David,Hong Kong,Asia,940978.34,99,990825.05,2,323278.56,73,394783.89,93,262315.9,83,269782.88,29,280378.2,43,455811.15,99,150279.88,82,592542.03,69,902814.38,42,836651.81,66,529002.04,22,175130.3,51,32997.5,38,204139.64,24,394737.01,82,12883.3,84,41504.84,12,786050.04,92,682547.59,78,260089.8,59,209631.43,51,723066.21,24,48622.38,63,790320.83,95,102489.49,78,921712.89,45,615344.28,45,731254.23,90,908142.14,48,615581.8,26,40317.63,97
Charlie,Toronto,America,580939.03,98,493539.11,61,595993.22,13,24803.64,11,517140.28,94,953446.45,22,370761.71,89,322216.45,27,556088.67,61,522442.18,88,564138.69,21,746722.76,24,320692.48,74,880728.92,30,108975.58,12,448261.88,59,379672.48,5,44778.34,80,77794.27,61,640468.79,2,31951.88,30,26107.49,15,734143.71,61,262791.37,37,681454.24,9,401457.2,35,894643.17,49,312091.22,34,538348.2,98,834343.34,80,596122.98,64,417244.08,2,938688.11,31
David,Berlin,Europe,777388.93,78,670044.73,75,846100.55,5,104549.72,4,316023.37,19,847530.86,38,204480.04,10,965384.02,95,44786.65,69,628582.25,54,937204.79,39,54556.69,57,591935.79,24,664162.53,60,901874.97,78,195651.29,12,554401.29,8,118855.53,93,927362.88,18,845615.55,22,967772.02,68,766282.53,92,118628.14,29,957325.06,41,825006.13,55,17437.95,95,314081.04,97,176196.61,56,516393.34,34,529632.14,52,376583.1,84,989392.86,3,334671.67,85
Grace,Madrid,Europe,611117.99,57,590837.93,5,313902.59,61,556404.13,93,770089.86,9,390033.08,26,461133.49,59,293938.12,31,674086.05,65,472194.1,45,362492.5,91,780344.45,72,632373.09,50,977176.27,28,66064.59,58,536274.11,86,778320.2,13,806326.39,33,905437.08,18,270049.8,9,248292.15,52,914409.96,71,335206.49,90,963358.28,88,72052.44,40,711575.64,39,466364.9,57,683890.95,9,798003.57,86,519979.5,73,976065.13,41,713311.93,0,324183.66,83
Eve,London,Europe,109475.66,86,848649.35,86,245310.38,97,131166.84,82,784930.32,86,994252.64,36,611830.02,1,467456.68,21,872139.12,58,631913.32,68,878265.78,2,805137.03,11,445757.36,26,533594.98,95,671622.27,24,220593.72,49,670896.86,50,762142.14,8,162720.59,27,479960.18,51,292066.54,98,575500.16,79,71233.69,4,261824.73,1,726719.81,35,669313.15,42,48091.33,1,180120.57,45,663914.84,77,150815.42,65,24551.6,85,338489.25,38,65395.96,53
Grace,Berlin,Europe,313536.2,84,453706.49,3,132726.82,57,688762.49,77,647615.46,41,258777.82,58,963297.37,57,410793.4,23,344432.59,54,401113.56,26,118153.4,32,934001.65,86,598557.73,37,624805.3,71,514922.5,48,197235.63,69,778181.15,8,229426.12,41,672081.8,92,619975.84,31,239381.02,77,524445.89,93,186026.32,40,299652.93,40,411234.43,78,775140.07,91,38872.57,88,357010.21,73,358192.98,36,54316.38,85,952073.61,47,880566.22,16,260224.69,78
Charlie,Toronto,America,123674.63,28,288618.84,75,643399.05,54,471129.01,52,433065.88,50,788725.73,95,180602.13,4,96825.84,79,616820.88,97,917780.91,95,655536.45,1,763244.23,32,582901.18,59,448965.05,52,533176.21,91,344541.29,10,483023.2,12,778993.46,16,758050.81,70,708775.8,28,34760.85,52,253166.48,31,357307.1,78,811565.52,39,820512.45,85,854289.17,15,814703.39,52,118599.25,39,649313.59,18,64433.76,12,672440.06,95,783912.25,93,714895.03,7
Adam,London,Europe,959627.67,97,800045.98,51,540637.45,38,787767.88,34,609021.18,41,656965.54,86,65338.01,41,847444.98,30,923329.0,98,569494.85,22,54394.11,13,682851.51,32,950677.08,34,325213.94,17,409913.49,47,956221.03,31,122036.8,90,134307.52,75,378096.66,16,659247.79,21,44805.74,17,600912.73,3,516797.73,61,485211.08,99,983880.38,2,985685.27,91,421347.87,0,129583.62,45,164045.06,26,526079.75,3,434057.48,63,549397.81,97,731554.98,92
Bob,Madrid,Europe,335912.44,45,622391.11,0,181293.58,95,179664.76,85,251112.83,5,813853.9,19,471705.45,44,618086.1,7,808063.2,60,51396.87,85,925557.28,56,772326.29,46,856572.25,29,780825.31,62,928166.18,99,923365.77,13,235300.87,68,673259.61,47,456280.5,7,242867.1,12,50588.73,92,608622.92,68,292648.72,82,864710.59,8,3842.24,9,513341.87,48,571333.75,74,88994.96,98,172425.4,50,154151.91,26,456501.9,69,282467.77,2,565983.03,90
Charlie,Toronto,America,532353.57,27,930898.6,68,998448.99,1,923043.72,19,377488.99,82,562157.08,1,794119.54,51,827542.33,45,271164.16,59,832618.71,13,191621.39,46,976065.84,82,772801.66,96,541920.1,16,944285.2,11,886405.25,54,898667.41,10,342894.5,45,414655.95,76,488521.52,59,872336.71,11,919213.97,41,201951.64,48,79373.25,70,431315.74,87,293758.25,12,776442.05,98,295919.05,41,169323.74,85,283594.33,40,607797.33,0,544716.96,69,631298.96,79
Charlie,Madrid,Europe,324960.7,9,27748.51,71,197047.15,68,877129.75,20,8223.72,50,145426.61,11,180931.69,12,427200.83,41,337760.8,45,385571.48,67,544848.77,61,125470.69,80,657232.14,22,488429.07,62,172720.64,68,932455.41,57,298376.91,69,328776.76,87,504496.1,2,463270.57,91,258120.94,59,165556.83,30,289130.94,44,586892.45,10,743235.11,81,860994.89,6,522284.39,92,411081.7,17,42314.08,33,600578.35,76,371718.71,4,757188.33,22,495450.13,50
Bob,Lagos,Africa,817822.88,30,878881.38,24,546456.01,3,475878.21,82,630820.52,90,886548.72,27,338422.51,84,134064.88,27,889150.84,78,59678.35,26,958323.06,8,444609.21,81,782285.46,67,760306.83,12,180602.19,80,513701.78,39,251283.86,16,983487.29,9,8912.54,51,669422.79,23,851924.82,9,964251.76,7,286565.87,2,58439.4,58,664391.66,45,880690.63,0,331187.81,95,87043.01,19,578746.81,44,260142.42,33,437773.13,92,835677.28,66,299745.38,55
Frank,London,Europe,649376.09,2,445669.04,82,67998.5,73,808878.61,47,890788.57,67,775855.06,64,160304.82,57,171432.06,49,335549.58,62,580714.83,51,564892.16,60,926687.12,58,789070.61,36,244468.45,61,766950.51,43,185841.12,37,638253.28,52,596783.42,3,493220.04,29,556540.69,7,635430.2,61,742812.36,27,398842.57,80,257283.37,71,10396.0,37,535933.01,17,524390.27,67,509469.67,17,891491.26,53,229453.7,98,415529.5,82,676031.79,42,57298.58,86
David,Madrid,Europe,236526.13,0,705272.24,42,479198.36,9,533029.18,67,855758.95,78,504060.86,15,630893.62,87,877290.01,32,598317.27,18,686633.0,65,589281.27,42,423644.58,99,685671.44,7,60174.66,21,818226.6,22,95956.33,92,830141.56,89,324637.79,14,600084.16,4,991317.98,53,368565.54,22,551956.3,73,744631.04,35,760761.9,61,649940.06,22,380333.9,36,80607.55,43,880992.12,53,567809.87,31,918996.37,22,738896.29,56,119712.95,12,481857.42,2
Bob,Shanghai,Asia,516845.92,99,663681.64,20,67853.85,98,889520.23,9,471765.87,27,117880.19,90,130045.95,3,104217.0,1,564585.32,36,944559.78,74,82980.17,87,242394.11,32,662722.15,23,598950.62,45,244197.46,67,102017.34,30,918199.12,10,493687.08,83,839239.85,89,331692.36,84,162440.65,1,213839.78,93,297451.89,75,940601.45,29,930877.34,85,503300.06,12,10765.67,21,5519.52,2,799167.35,40,768156.26,79,176512.75,32,75779.23,87,805623.6,52
Bob,London,Europe,990450.44,91,600099.29,76,485290.73,60,335642.74,87,596241.81,22,743333.14,15,867959.42,29,959275.02,72,326248.83,23,516125.81,24,74726.99,44,371257.65,10,246448.75,19,262416.33,30,136861.45,38,187879.36,51,184892.28,85,150491.7,71,625717.3,45,851343.45,43,531422.39,77,995409.87,17,342919.71,10,691783.86,43,928423.49,11,891091.39,34,76535.09,34,739860.3,4,665524.91,87,29315.02,93,264390.62,62,738561.71,43,337991.12,41
Eve,Rome,Europe,174900.31,61,269620.1,70,525051.31,97,749881.07,6,669983.78,38,114232.85,51,191622.53,22,908988.35,10,136984.49,40,439809.29,16,449482.81,50,248094.12,91,799209.2,87,891572.17,16,114302.09,92,106756.09,52,316536.63,23,54105.29,50,265858.18,33,372656.9,81,45953.27,70,949298.05,59,335085.07,70,275921.01,11,134316.75,2,452636.27,37,576160.16,0,882918.56,25,485034.13,5,572217.83,73,304409.24,84,320161.51,61,511128.35,10
Bob,Lagos,Africa,690244.71,58,900794.22,72,570840.32,6,678359.32,87,635222.73,11,265861.84,44,106765.48,48,678278.05,24,619974.75,4,537131.38,47,60184.56,1,376901.74,43,640371.86,72,331895.63,12,858689.02,48,169470.01,78,871463.73,68,457295.24,74,151059.28,18,262035.65,2,363586.67,84,918525.27,61,96917.46,89,568014.48,72,811049.0,47,762046.57,84,498946.92,54,179666.81,77,424486.34,31,198635.91,55,890727.63,57,115213.91,62,205884.12,2
Grace,Lagos,Africa,445638.35,65,797198.09,19,718822.81,8,908884.75,98,990749.2,43,804409.6,1,936482.16,6,633588.96,27,913288.96,44,493599.17,16,100530.79,46,332555.49,16,136884.27,8,740661.47,24,819534.39,47,182640.34,55,283032.14,8,64325.48,14,42559.83,65,264225.23,14,406471.64,13,577893.93,85,998138.96,35,559481.09,62,869588.58,98,371964.81,74,280211.03,23,12407.66,68,161364.01,64,460494.47,62,21380.3,95,918354.24,49,774804.14,95
David,London,Europe,276548.15,86,250871.99,40,235183.82,98,709929.92,97,937286.68,92,824834.48,97,369145.0,29,879548.76,76,110084.38,12,632884.66,4,378272.3,46,523624.17,17,235250.5,39,713362.21,42,29433.87,30,312914.83,61,344053.65,23,979434.36,48,410132.85,73,85149.01,55,28121.23,24,527907.6,77,370404.2,5,792238.05,15,282929.54,11,825103.75,9,606241.43,78,888328.64,21,776905.91,82,292707.03,93,796130.39,35,406372.38,90,345141.85,42
David,Madrid,Europe,665818.11,49,230582.93,11,698273.91,23,452769.27,61,16362.8,75,909361.44,86,529772.07,99,808908.2,75,600028.56,30,16922.1,6,452659.63,92,43650.34,49,744549.79,16,937593.99,55,332589.35,35,50216.33,49,49073.87,81,35829.14,52,262347.01,68,647040.05,61,633652.35,91,475799.02,68,862408.12,17,424700.92,53,844892.11,96,896954.75,74,697882.68,36,405893.22,41,445622.05,51,632528.61,26,683744.29,64,617453.99,63,884068.95,75
Adam,Hong Kong,Asia,709647.88,86,936935.85,16,94687.08,32,443140.51,58,221041.21,69,362153.94,18,769836.29,80,323481.12,56,538681.39,33,836949.59,52,594509.82,66,77596.04,46,232719.42,19,208115.44,65,410827.77,34,304406.39,89,864458.18,4,691394.76,70,380359.6,15,709669.89,36,778967.98,5,698522.83,56,289852.65,17,775336.6,27,347419.84,54,369322.35,94,435314.87,96,34704.32,13,117804.15,55,591987.02,77,507992.85,83,713964.11,80,412974.52,67
Charlie,London,Europe,803475.42,59,82164.73,54,851667.25,60,213875.67,17,859577.7,83,820412.22,17,58332.45,3,190094.09,18,568511.91,75,385796.53,78,512212.99,77,481093.42,56,605378.33,24,476093.52,90,129596.81,1,922621.14,44,101573.82,7,719687.43,50,464269.2,32,916919.68,83,863238.09,70,627533.74,25,402507.85,53,790916.64,66,480844.09,89,268433.7,37,884201.02,41,786464.99,64,170672.33,80,692787.88,56,986074.91,37,895139.15,54,922177.37,87
Adam,Tokyo,Asia,710270.04,39,40892.46,88,192979.93,58,496365.27,23,298588.84,37,398010.32,63,786939.34,87,475549.66,42,115769.01,95,803102.16,97,775745.84,20,963442.62,10,521218.42,39,834661.09,85,145261.33,45,730940.0,35,379149.05,19,378395.15,2,267987.49,18,499694.55,68,394005.9,12,463384.83,41,702566.09,74,143901.85,62,99849.01,63,533548.07,53,44967.46,16,295702.27,3,995604.04,15,543058.69,15,112002.83,2,423976.02,4,69926.42,6
David,Paris,Europe,926736.73,88,808788.94,79,338089.01,62,489055.61,94,744339.65,20,450251.3,14,112103.05,42,366947.41,63,119707.21,46,524682.15,3,480998.47,12,977987.93,20,281093.48,79,792974.91,59,215082.24,22,204766.98,5,656213.42,25,430243.29,92,653826.55,67,996062.41,92,243484.0,53,835922.01,26,67629.05,61,425653.55,90,547947.09,23,474727.25,68,13717.38,93,536709.83,40,389452.09,46,424132.8,49,432276.16,4,320997.79,59,191749.57,95
Adam,Cairo,Africa,430193.21,67,428848.58,13,393345.34,45,368835.01,89,854666.1,17,142140.8,54,115631.32,94,16391.23,32,211067.93,28,174260.72,20,468463.5,9,704792.95,91,365775.99,73,524630.24,31,583463.76,24,134714.13,88,220048.56,81,222763.57,70,869246.85,99,861394.03,22,922800.61,28,767750.3,25,398799.88,85,130671.47,94,232307.4,9,337601.72,69,388857.85,21,207864.95,38,425916.43,3,589309.94,19,578841.49,26,473829.46,52,951653.33,15
Grace,Madrid,Europe,931874.18,64,691067.8,73,181267.1,5,78719.55,69,233351.64,41,847906.45,55,437185.97,36,23385.58,48,667434.72,43,925604.52,60,431125.21,64,408061.3,64,407536.59,65,382925.2,3,319571.32,23,627004.79,76,421314.85,73,601121.63,12,361301.86,46,551769.15,89,235177.06,51,128077.93,1,190042.5,78,581022.19,80,833015.71,76,62186.17,57,698723.68,21,317812.01,4,658931.76,27,489791.52,80,574056.03,70,236744.13,32,60223.13,7
Charlie,Lagos,Africa,18615.58,97,348163.0,74,930369.22,46,637334.39,64,278266.37,66,138908.64,60,73265.13,81,956755.35,60,756767.54,53,13932.98,80,265656.93,84,850808.93,60,681308.01,29,163677.7,18,293047.47,48,540591.84,53,887963.24,68,937394.02,10,225355.93,97,706713.18,53,503546.81,67,348384.88,91,843635.13,47,395484.99,30,497780.83,0,552983.68,71,570489.37,6,876329.25,60,643284.05,24,933888.41,9,701540.45,83,368590.47,88,953838.87,75
Bob,Buenos Aires,America,975200.09,65,50206.15,49,174494.0,86,193456.45,45,281189.67,51,212721.68,83,335817.55,48,249234.75,56,23349.61,40,52475.59,87,405283.34,25,930907.06,5,249396.01,75,387818.24,83,140004.02,98,314048.41,5,122472.72,67,254289.38,93,519530.25,36,364132.12,46,570040.99,84,53516.66,65,598826.43,60,400185.63,10,992599.96,52,309495.64,10,54517.08,78,593523.97,93,237851.45,4,532850.66,79,248144.15,21,623570.47,51,393332.16,12
Grace,Lagos,Africa,861844.6,14,227436.82,75,214889.55,48,802499.58,95,779678.48,46,250029.59,67,935938.58,60,633819.14,58,726152.2,72,623761.82,69,975810.54,81,807949.79,93,218362.13,36,358352.73,44,54060.01,59,35581.41,19,179795.67,56,638113.71,54,270234.8,10,738583.81,0,14635.59,58,232962.74,18,445323.89,61,688725.1,22,126288.79,70,677863.66,53,62136.35,15,703987.04,5,410755.32,68,548156.33,45,307293.94,21,124402.03,57,426610.49,97
Adam,Cairo,Africa,220693.7,26,8539.46,76,43189.19,94,598868.92,56,432291.96,45,779901.52,4,175018.37,92,755234.54,91,481212.79,86,23137.36,63,24296.88,23,443027.07,46,341023.62,26,262458.07,86,120325.32,63,346517.45,86,691840.92,60,492499.73,8,379415.84,39,104345.25,72,86382.6,58,468472.67,70,925930.68,98,200673.54,77,903230.08,51,161475.71,67,415828.6,62,534009.86,98,173080.23,64,893621.85,8,600213.62,2,512107.03,20,563686.92,83
Bob,Berlin,Europe,64197.76,71,875889.06,42,832327.91,72,59097.49,28,793619.27,25,320101.69,27,441134.57,97,391175.98,69,308615.74,17,747522.78,79,703697.59,13,12005.36,94,625919.44,99,55103.37,92,847165.91,2,42945.09,44,472540.05,59,278876.91,96,994965.17,63,615979.18,61,595715.42,7,334292.87,61,176474.27,20,448766.67,59,797834.01,83,183654.58,76,605877.9,15,203710.28,28,882402.08,94,936767.19,8,866373.32,24,51925.76,24,270428.65,44
Frank,London,Europe,750491.59,49,514478.01,29,381664.87,1,214662.1,49,858691.55,14,612791.45,18,108393.53,38,117513.06,55,980905.33,82,216693.17,1,66732.4,60,543975.62,40,972488.14,97,102908.67,68,571489.85,24,10993.6,28,564018.55,12,939606.35,1,630272.23,92,21808.49,19,452786.15,71,597148.74,66,781117.07,4,515861.61,41,446697.12,50,176207.02,36,23393.58,22,555128.6,79,262734.45,50,125670.59,92,995171.35,84,842358.65,69,214194.65,61
Grace,New York,America,549190.25,47,245476.86,27,973273.57,1,186423.62,51,216930.08,76,293813.03,32,951549.24,20,948286.63,13,415171.17,67,684900.39,92,447354.48,28,476566.36,20,811658.27,57,652186.21,2,524034.79,92,545561.48,4,507988.06,7,820396.82,42,52288.82,64,209418.44,42,398134.03,48,600160.44,70,637630.84,82,612038.24,34,279732.98,25,331117.15,71,690303.28,75,362602.0,96,702861.28,61,259868.54,36,889584.7,23,974244.64,87,395078.07,0
Adam,Toronto,America,108355.43,98,683738.12,77,909102.93,22,420283.36,75,288418.42,23,863789.08,97,282081.28,47,517254.69,49,423079.64,95,445555.76,2,971930.97,2,413572.8,71,890045.11,43,601171.72,6,327029.55,12,168784.07,19,179638.16,73,660678.66,83,285494.74,40,406376.4,30,714023.31,10,540774.11,35,209063.38,52,489841.89,90,218678.66,81,631682.18,20,598011.0,40,648385.17,37,120809.01,49,313003.3,56,495949.78,84,984492.28,46,533598.48,55
Frank,Madrid,Europe,418014.64,81,953524.99,18,721581.9,9,767886.51,1,568569.73,4,176453.77,31,252870.02,34,843404.49,66,493802.89,48,87962.22,85,94665.66,68,157976.38,74,642999.56,68,167959.99,61,540484.21,26,537142.5,92,170447.88,97,267909.23,58,52119.52,86,371174.36,36,433348.36,8,732182.64,25,464265.67,98,460201.54,12,485180.49,26,189048.42,14,16771.9,52,66307.16,83,940468.54,79,810008.26,37,968863.8,16,956552.81,38,952387.97,45
Bob,Madrid,Europe,545011.63,31,913621.57,28,4918.37,67,625413.32,36,518596.47,15,736249.62,48,271280.33,72,533083.84,8,337592.98,46,969349.12,80,67964.37,49,29451.29,23,200661.46,43,154823.41,2,38900.05,1,304004.25,29,844483.14,54,788692.91,42,96847.24,87,778344.12,19,50520.47,84,295884.03,7,329663.84,66,918548.94,45,681519.93,78,74482.45,46,692595.36,74,72736.0,50,401188.91,22,796034.78,19,117936.95,55,504960.09,63,313984.56,52
Adam,Rome,Europe,929737.57,30,644889.98,84,737669.65,0,44184.11,63,759711.09,82,945077.73,21,94386.49,65,392044.48,59,969502.75,70,857750.79,28,553777.87,57,47297.23,91,79158.06,76,103799.48,81,708794.74,0,98719.97,68,829972.91,77,797410.5,7,40959.52,0,85665.83,42,776866.78,67,434571.05,60,803492.72,62,848802.79,41,904036.65,62,264034.87,46,307113.74,24,69733.12,47,522726.93,63,5034.83,37,67149.8,98,438659.21,38,907202.49,30
Charlie,Los Angeles,America,498780.92,27,660873.81,22,703143.79,12,976799.74,55,112018.66,25,966775.11,20,540831.04,94,197966.69,50,510635.82,54,551515.35,97,395729.93,59,956654.7,92,546251.35,65,476223.92,46,97461.84,85,993744.1,69,893818.98,15,279976.54,58,988685.01,39,982583.28,74,263266.62,70,627406.61,51,710688.17,59,674384.65,59,763469.34,2,270010.88,1,484771.4,57,11442.39,11,187003.5,94,14803.76,91,379449.64,14,451384.51,14,676300.9,69
Frank,Singapore,Asia,555218.11,59,870338.23,67,534378.53,67,943278.37,2,132460.93,49,559006.94,21,703438.94,1,741511.91,14,720047.64,79,905729.3,47,856266.65,64,945385.74,46,879690.06,98,908628.35,7,920337.0,15,137713.22,71,597362.41,8,295038.63,72,379144.14,41,212209.87,44,646065.17,2,84932.97,26,43210.58,61,889270.78,86,665573.33,55,686411.51,14,71051.63,88,954823.86,2,259340.84,57,883061.99,14,933589.62,93,954384.3,70,724756.14,46
Adam,Madrid,Europe,766822.14,18,233978.69,33,100825.85,3,400726.57,51,987771.02,2,667171.08,4,541004.45,10,574082.29,86,578723.66,83,492091.31,56,952904.5,15,791340.91,98,120732.64,92,226172.14,8,653848.01,72,994811.46,32,121054.55,39,8986.67,67,847536.81,97,19980.99,34,539562.04,19,346427.46,30,872090.3,4,362444.37,12,550607.6,26,401904.43,22,630571.74,51,884276.81,43,780801.54,98,84299.98,44,227085.54,26,974464.29,31,27793.34,49
Eve,Singapore,Asia,393275.25,48,123792.83,49,962554.46,51,25271.19,23,279213.26,50,277999.51,8,179972.7,48,164455.99,2,399512.12,31,527786.24,43,516431.44,1,368742.77,19,871807.34,14,487270.31,87,442988.68,80,180499.06,51,445392.34,24,359400.08,48,576642.44,67,976716.89,99,459523.87,21,112065.6,36,49758.03,37,214843.81,92,429782.55,47,3371.33,60,515390.75,23,381847.66,29,573689.82,84,949573.25,24,876454.35,43,799797.7,36,652264.03,38
Charlie,Tokyo,Asia,851984.14,20,625705.75,75,812085.69,61,445760.94,11,707166.58,93,763509.02,73,725880.27,29,821808.78,87,549429.83,36,383015.38,29,265301.3,33,994759.08,36,343428.2,45,117512.81,26,391483.82,58,39877.63,43,77430.49,74,60252.55,66,3966.89,88,863288.06,19,154080.02,15,821701.56,6,889996.09,39,66928.63,1,163133.13,55,56773.14,59,445235.31,67,993801.98,71,772019.13,57,371520.45,50,848085.76,9,70448.8,26,726878.51,12
Adam,New York,America,519205.63,62,266161.88,79,787397.29,98,392181.07,76,870186.66,19,877334.13,65,724123.25,75,471219.66,32,87244.04,17,797495.44,10,746289.84,50,908258.36,5,891615.55,28,183566.32,58,421256.74,55,281695.63,50,331163.89,34,152824.36,84,949271.69,45,989978.68,8,958423.68,54,237568.3,1,603772.12,2,315258.32,57,495071.04,7,941257.84,85,283982.61,53,417971.74,48,738232.54,91,462332.73,77,21577.4,46,479589.8,60,453494.28,73
Frank,Toronto,America,410668.63,31,50141.45,45,104131.37,40,38984.9,6,265113.81,88,278938.2,88,657115.66,10,414104.89,96,113330.13,49,709427.4,60,435970.02,8,769473.14,12,74884.05,37,806505.9,96,753049.31,56,831724.46,59,52326.74,97,64218.52,66,346909.69,21,265610.37,14,220635.72,65,369048.14,98,78687.88,84,683024.11,73,743220.98,7,320710.41,42,407448.17,78,294302.1,87,883538.82,51,95493.05,58,967137.56,85,909958.67,42,445594.49,35
Charlie,London,Europe,848650.28,34,185889.64,36,169581.51,87,996160.3,2,37718.0,46,266365.1,88,584963.34,35,19775.86,78,399683.53,89,150377.26,97,884209.44,63,328832.4,7,888537.38,44,230094.08,92,810646.75,6,731559.93,32,717962.38,7,926114.84,4,897463.43,15,896304.69,20,787197.18,10,529682.7,36,641364.71,22,531803.48,99,307050.19,70,322214.96,2,422442.17,42,670825.11,76,229774.67,64,401501.83,70,768364.43,22,890841.74,76,22489.52,93
